"","Year.x","iscovid","mandated_code","mandated_data","peer_reviewed","has_data","language","Open.source","Cross.Platform","Instructions.Provided","Code.runs","Tables...numbers.reproduced","Figures.reproduced","Outputs.match","version.for.paper","Self.contained","Is.a.notebook","Outputs_fully_match","Outputs.partial.match"
"56",2021,1,TRUE,TRUE,TRUE,TRUE,"Other","1",1,1,0,"0",0,0,0,0,1,0,0
"57",2021,1,FALSE,TRUE,TRUE,TRUE,"R","1",1,0.5,1,"1",0.5,0.5,1,1,0,0,1
"58",2020,1,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2020,1,FALSE,TRUE,TRUE,TRUE,"matlab","0",1,1,1,"1",1,1,1,1,0,1,0
"60",2020,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2020,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2020,1,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2020,1,FALSE,FALSE,FALSE,TRUE,"R","1",1,1,0,"0",0,0,1,0,0,0,0
"65",2020,1,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2020,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2020,1,FALSE,FALSE,TRUE,TRUE,"R","0",0,0,0,"0",0,0,0,0,0,0,0
"68",2020,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2020,1,TRUE,TRUE,TRUE,TRUE,"python","1",1,0,0,"0",0,0,1,0,0,0,0
"71",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2020,1,TRUE,TRUE,TRUE,TRUE,"Other","1",1,0,0,"0",0,0,0,0,0,0,0
"73",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2020,1,FALSE,TRUE,TRUE,TRUE,"R","1",1,0,0.5,"0",0.5,0.5,1,0,0,0,1
"75",2022,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2020,1,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2020,1,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2020,1,FALSE,FALSE,TRUE,TRUE,"Other","0",1,0.5,0,"0",0,0,1,0,0.5,0,0
"79",2021,1,FALSE,TRUE,TRUE,TRUE,"R","1",1,0.5,1,"0.5",0,0.5,1,0.5,0,0,1
"80",2020,1,FALSE,FALSE,TRUE,TRUE,"python","1",0.5,1,0.5,"0.5",0.5,0.5,0,0,1,0,1
"81",2020,1,FALSE,TRUE,TRUE,TRUE,"R","1",0,0,1,"1",0.5,0.5,1,0,1,0,1
"82",2020,1,TRUE,TRUE,TRUE,TRUE,"R","1",1,0,1,"n/a",0.5,0.5,1,0,0,0,1
"83",2020,1,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2021,1,TRUE,TRUE,TRUE,TRUE,"python","1",0,1,0.5,"0",0,0,0,0,0,0,0
"85",2020,1,FALSE,TRUE,TRUE,TRUE,"matlab","0",1,0,1,"0.5",1,0.5,1,1,0,0,1
"86",2020,1,TRUE,TRUE,TRUE,TRUE,"R","1",1,1,1,"1",0.5,0.5,0,0,0,0,1
"87",2021,1,FALSE,TRUE,TRUE,TRUE,"python","1",1,0,1,"0.5",0.5,0.5,NA,NA,1,0,1
"88",2020,1,TRUE,TRUE,TRUE,TRUE,"Other","0",1,1,1,"0",1,0.5,1,0,0,0,1
"89",2020,1,FALSE,TRUE,TRUE,TRUE,"R","1",1,0,0.5,"0",0,0,0,1,1,0,0
"90",2020,1,TRUE,TRUE,TRUE,TRUE,"python","0.5",0.5,1,0.5,"1",1,1,1,1,0,1,0
"91",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2020,1,TRUE,TRUE,TRUE,TRUE,"Other","yes",1,1,1,"0",0,0,1,1,0,0,0
"94",2020,1,FALSE,FALSE,TRUE,TRUE,"R","0",1,0,0.5,"0.5",0.5,0.5,0.5,0,1,0,1
"95",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2020,1,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2020,1,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2020,1,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2020,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2020,1,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
